Address,BTC Balance,Result
3K1PN3MGtXxmUAKACNwudxx8X1iv96AXGJ,930.0000164,success
1AenFm1zSRkhtPHwZmP2UuRQbWpakD8cVZ,2917.997072,success
1JvPUn4U12uufvHny2HGbk4TKSnogc8BF9,2905.093907,success
15fwb75zcQzNrWTont7bn7dU4twt7psX7Q,1800.000077,success
1NY5KheH3koPcuQrBLXVGq87YbijtXdZXD,2818.999858,success
13KYdPnzGh5H8exFY3FhUo9Rvvs6kKAcL8,2799.887994,success
3Dhk8F6KYvMyqHN1r4kAT8t7SceK7yDjA4,4143.76374,success
1EUJKGm3FB65rr5W9anAEoWA3m71WpDayZ,2744.761855,success
1LawddwNrqHySAMK528KLhPC2d9aWt9YMQ,2723.497848,success
14yNYsy7SmF69HKsH3r1mA92nJEeWje8FB,150.7540285,success
3BMEXHxLsa7hv9MmVAN5guzVKRkTfz5y7F,14.69990818,success
16g2TW2hbFoov3DThSRBdnETaS94bFvq5v,1000.001876,success
1PEUv3FjSWq88AgNYefeYaEhLWSiMW2vuy,2700.001535,success
38gTej4KSrED7Ds9wTHJegErQSmSbF1Qfx,2668.710468,success
12JB4KjLaNwjz8fbncj9bTFaEuW4XREUAc,95.02065133,success
18cKGtwdQHmnDXD6w6AhBhHsmxnK8gsVHf,2644.997978,success
19DdkMxutkLGY67REFPLu51imfxG9CUJLD,2615.941884,success
1BrSzBwx2RLuppgGziqgF7oMuneHQVhsNc,2600.00173,success
17KcBp8g76Ue8pywgjta4q8Ds6wK4bEKp7,2589.975224,success
17j45BXWrjSDttuurcSQubYLdLescJ7eJH,2584.712772,success
1BiYAPzckv6gosDRRK7tAX3TYU68Ah7vTF,2577.999191,success
16XwK6UZKQxYEkYzZjP55kNzxDFq1GkBM2,2549.99911,success
1AjbEPKeyW4MCUpwb37Y1HR9uDQso67mQx,2510.000114,success
1P6brDbYKsQGqRduaTMa1v8hBqJYjig4Qc,2509.97326,success
1NT1jtYLNwFXLztD4U4B9sLizdYatirhWW,2500.00156,success
12owkvCcMPw5u1M692GbBFmpaMdX3kqXQM,2500.001424,success
1G23Uzwj55k2A9TRwaTknqGav66oDTkWCu,2499.973821,success
1xe5xLmvnhFSR77hDM3JDeg1xJYgJ24EW,2439.019534,success
1PxGTuJzDx1ceFHx4Z5CHaWuhiPBNovmZD,2422.974038,success
1Kj6epyY2MdzZUCHE572jeV9n7DDRReaZJ,2407.095056,success
1EG4AmMftef86nVm6ww8d5p8WwYyg7WtTx,2400.000115,success
1KwiztHT2ZkL9DLRYqK5Jpk9mPqGmMbKeB,1372.06665,success
1Q6VMUacupsVvGgSW8puCdSb65jMVpSunQ,2369.426738,success
1NPQdExPc28cLqUHBPVrEUuxAejEn2mZCy,2360.000325,success
1w7TJ4AJUpnRVAFdAKfngXVEyDHRbj6Nb,2363.038855,success
152p1VPp2UYceP9BLtJRLoMgoErQRCryTt,2350.001675,success
1NWPS2fWw6FMeJEjg6DMMpYxQyB4TKpVsb,2343.481231,success
1Dp1yVTFmgb6oL5WoNVsLsZso4ATMzxD1M,2287.785747,success
12LGtnusgHL3FWN26SRc9WpAGrWxNptrCK,2267.621228,success
1GbkwjPrrxdXB8ddewK3KhhCXgj8uZ2Y5K,2254.877368,success
13ahgw8sM95EDbugT3tdb8TYoMU46Uw7PX,2239.985228,success
3PqPW5WooYNUmwS16XUHPbWv1tJ86ivQqA,2201.524365,success
1HjdiADVHew97yM8z4Vqs4iPwMyQHkkuhj,2200.00141,success
1G2ozMay5PggBFMvXtFDFiXk63u2XAMsqM,2200.00012,success
35ysWwjZRokHuHbDWVZnd1HA9hs6YQtHLS,2200.000099,success
1LRAJB1Jb2U36ErCUgZrowGKWvZVqqttUw,2682.372315,success
1LoSbcBntvcFtVAERaYTDhPB62EGkchMRQ,2199.999145,success
17FBsEF3tZz2A3dWLJ6GyLpDcRqzSwqdCV,325.0403458,success
1CtHkU1vMbyvuxxX2ab72y2Bm566pY1du5,2318.297064,success
1JaPNwMXt2AuVkWmkUHbsw78MbGorTfmm2,2194.511141,success
1CK1TJBs2dganXuBtYBrYkPsc2pQCKoBEN,2146.500705,success
195HvmjXgoF3M5vFaBC8swZPhwrE7VhxRD,2137.973677,success
1CounterpartyXXXXXXXXXXXXXXXUWLpVr,2130.967667,success
1DJs7mPRvdiLY8cRzTfXZfBQRUUdJzLV1T,2101.001121,success
1VLZtmKa95BFrXHeyHEETAivJ22pTEhrT,2100.002036,success
1NB3ZXxs3vfq1hRhuSAZ3zPdQNrXBQB6ZX,2100.003936,success
16Q5zhKCMbpEkR43K6tgzdkh1mTUfi7SMy,2100.001131,success
13DyBwhpDw6152q1drbK2US5S3CdY1mRnU,2100.001136,success
13ACvVSUKeQ57zBtENsJtHManPTJ5sZuRw,2100.001125,success
1FishZMR2YSmussTBMCPirja83C3d3CCTX,3465.134709,success
134pvF3HdbCLWhUBUViNG4ZCxqqKBLWrKj,2099.999163,success
13RLtGaeT4mWsNioddpx5w8LHc3Sa4fPXs,2099.999069,success
1MEKbMf7hPw2scP468unqAXjedZWMM4La4,2096.701367,success
33hcw2TyXhJ9hQswnCttasnJyhCfLCyBxz,1642.748258,success
142fFLWkLgteEB48wC6tcChK5dXkptbjn6,2068.158131,success
1CkdZXJtpbxxX4QAzbRhiFNU3PkcsUsFzw,2066.201143,success
1GJMBvFijx4VDjRNdZ5q8Ed7cdDNps43AW,1962.710201,success
1G47mSr3oANXMafVrR8UC4pzV7FEAzo3r9,826.581071,success
1CU33fX35WYJDNxXM5jqawQtVGr32QEGrV,2050.111151,success
32smWgjzqSm2xqjQNjtJuTv8RGF6mUW4S4,50.85997628,success
1BMB272EM8F9RXaFszJ7nxxN8VNjoa3mYu,2011.791119,success
1MTq53R9mvrJomvHoq8i4uyLv26mWHhNPc,2001.326233,success
16w8WZ8Ub1Whk6SP4cw4op5cgyRVsb77T8,2000.002217,success
1MVnvVoAmkhPiRg5FXew8gWNRWVTLmUKXL,2000.002158,success
16y2tVCgnwGM6c3kPPuQDJrSadQqcddUm6,2000.002176,success
18KHS8ndbKJ1iEtTxv44Ree3Fs7oCURg83,2000.002163,success
15kNZcrhxeFZgVVLK2Yjzd69tRidbFdJEZ,2000.002131,success
16jZZkMYqjUWUtQ9DfDvHdH5ko5BcnH9XQ,2000.002106,success
16w6sZBDP58yyeyZAcvnxcEGJpwR9amM6g,2000.002096,success
17Tf4bVQaCzwWrDWGRPC97RLCHnU4LY8Qr,2000.002056,success
17etv2L3nhk6SCcWSNW4eoZkBy84izAm17,2000.002051,success
1Ar6meJQCkNoC9wnPcyRNNpzX5fBDaGcKd,2000.002041,success
18M1Z337NqLtK9V69bssnQUYsvb7hmfSFS,2000.002016,success
18YDgRhxsomuBZ1g9d8Y1JuRmxDhF8Bvff,2000.002011,success
18hcZVFPqDNAovJmb9vA6hEJrDz6uWXNGh,2000.001991,success
18ok25NTkdrUzdByFJCNVsqVYkujZ8aP45,2000.001986,success
199Yxz2TJGtND3QKsHTptTJivqSaUZBvku,2000.001961,success
19Cr4zXpKw43xLJhFZW9iv4DDNtQk2TDeB,2000.001951,success
19KiFrafXEyJCUDYFEv3B6tBUwyfFo7kNU,2000.001946,success
19eihBKk6e5YD2QXAe4SVUsxRLLnTDKsfv,2000.001931,success
19c8sUa54yQuRTVDfJa3iDkkCaFkzBJLPB,2000.001931,success
1BDZBTb4KE5oq6wAgA6EvAe3uCFRrAbPao,2000.001871,success
1BXyJc6BVuTFnHQCcjiWX2xmCPNVfaSZeb,2000.001861,success
1BzK87zuqidZn489Wb2oLSktrjKrX7TLKe,2000.001852,success
1C5aU4Xnpd3txbxehk46UZgiuNB8QdpHCH,2000.001841,success
1CZsoJfkknbnW5fKrt1oR7N1ALE5WmDGP1,2000.001821,success
1DedUxzgwErg4ipNi988wPgLk5thwciKcc,2000.001797,success
1Drshi4RAuvxk4T6Bkq959ZvLbvy7b1wvD,2000.001771,success
1FhRuUkk8Bfx8FJDemtxhKAR4F8GCNKrXG,2000.001701,success
1FrV9hv1AW34BGJvobJatyzUWYDWB9epRW,2000.001681,success
12T4oSNd4t9ty9fodgNd47TWhK35pAxDYN,2000.001681,success
1GkZQcDy8V6pmHFZqUBUBCnN9dc2hoWasD,2000.001611,success
1GyDutntMuYyA2vQGW5HFcKLfx4cbDdbJq,2000.001601,success
1H4K3dGfNbAN4AUfyUrpkGpjrd83sntDpV,2000.001591,success
1HX4s3JeFU3x1eQgPNQVAdx6FoCtbb1hr8,2000.001561,success
1Hb8DmmvvtTYv5RBLuGtDxznkZwVpd5Vjy,2000.001541,success
1HdKXsNQtzDcfB6PGM7DWTgX9vhBWsz1ak,2000.001531,success
1KF8CrJXpAf8EB63a91EHaH1TobnDsRgaK,2000.001511,success
1HuPVqz2xvf1rdNFUqd62vRTyxP3jeX9Ch,2000.001511,success
1HweN9p41BY2RBunsPqyVuheEq7gVoxA9u,2000.001501,success
1HzEPuenagLEWj68igDXBBXrzc293RuR5V,2000.001485,success
1JVU43LNKXqa9W5fCh8tppxDDEWgfeNg46,2000.001465,success
1JVmoJT3471FjsX5H4hAeR1RyrDgpkHbpm,2000.001461,success
12KkeeRkiNS13GMbg7zos9KRn9ggvZtZgx,2000.00144,success
1JtgU6Uo1RAt5eiMf34EehyatUezBQP36C,2000.001428,success
1JztCg7eKSkb1vi7NzGJynXpLZmoaFtYud,2000.001418,success
1KFDUSZuapMv7YaDmL6cyrHTQhma1MtFYs,2000.001394,success
1LLc8aA9C9LLULGbYCYSFKXgxKP2DXdCqP,2000.001348,success
1LS5EFRRMDgMQusW6zokQUHjzNUfy6HHCQ,2000.001338,success
1LueUjEuBgc7cQhsWT8zAfTjcWmrNBZXaR,2000.001318,success
1LzwbLgdKd4eFLkpRdeajkH1YJkVCip2zj,2000.001298,success
1MkyfwJf7uhWTmVGGQXfcT5ip31DoHMxsz,2000.001283,success
1MPJJzRaT8vLhowNB4dVyWRxxu79dq7WkB,2000.001288,success
1Mm9brripN4RPTzkGnRrbt5uDWdqbfk2iX,2000.001268,success
1MvpYtqgBH7CXbTutrSVCTNHPzm9vakuRy,2000.001243,success
14p4w3TRCd6NMRSnzTmgdvQhNnbrAmzXmy,2000.00124,success
1N5X4kcZ56uRh24XrZoztS9Vb8G7j1Joop,2000.001238,success
3BL5TG7zQbL6cnQhQAGkYzYCiyx4TWp8gG,2000.001233,success
1NA3Tj4b1jtx9eGELe31Jw4DrzTqKP3ayH,2000.001228,success
1NTva3cWy3Xiueh5GPWCa9cz8SePrv6cmT,2000.001225,success
1PRXQEoL8vzEzoJJ9hbtAP6NaV2daccAUn,2000.001184,success
1Pq7hooZbEAz5y3QMnqFY8C5xqTdrjUwcA,2000.001171,success
15U4VsmWG1cdXAtizvQsW4r7iMxzp64Tgu,2000.001131,success
15SeCwVCFx5cWyrcdD1Zp1D1zxjH2SELPg,2000.001125,success
15QcKCa84ZCHxbsqXDoKhi5XbmQB8jPEAd,2000.001131,success
156HpsWfgkWYLT63uhTAGUSUF3ZMnB9WWj,2000.001131,success
14mP6caC5dFhHdVAPCjPKM8Nm36MBDR5pM,2000.001125,success
14USZ558Rr28AZwdJQyciSQkN4JT1cEoj2,2000.001125,success
